word,meaning,example
throughout,"adv. 自始至终，到处；全部,prep. 贯穿，遍及",
dance,"n. 舞蹈；舞会；舞曲,vi. 跳舞；跳跃；飘扬,vt. 跳舞；使跳跃,adj. 舞蹈的；用于跳舞的,n. (Dance)人名；(英)丹斯；(法)当斯",
wood,"n. 木材；木制品；树林,vi. 收集木材,vt. 植林于；给…添加木柴,n. (Wood)人名；(英、法、西、葡、阿拉伯)伍德",
itself,pron. 它自己；它本身,
defined,"adj. 有定义的，确定的；清晰的，轮廓分明的,v. 使明确；给...下定义；使...的轮廓分明（define的过去分词）",
papers,"n. 文件；证件；论文数,n. (Papers)人名；(希)帕佩尔斯",
playing,"n. 比赛；演奏,v. 玩耍（play的ing形式）",
fee,"n. 费用；酬金；小费,vt. 付费给……,n. (Fee)人名；(英、柬)菲",
studio,n. 工作室；[广播][电视] 演播室；画室；电影制片厂,
reader,"n. 读者；阅读器；读物,n. (Reader)人名；(英)里德",
virtual,adj. [计] 虚拟的；实质上的，事实上的（但未在名义上或正式获承认）,
device,n. 装置；策略；图案；设备,
established,adj. 确定的；已制定的，已建立的,
answers,"n. 答案，回答（answer的复数）,v. 回答（answer的三单形式）",
rent,"n. 租金,vt. 出租；租用；租借,vi. 租；出租,n. (Rent)人名；(瑞典)伦特",
remote,"adj. 遥远的；偏僻的；疏远的,n. 远程",
dark,"adj. 黑暗的，深色的；模糊的；无知的；忧郁的,n. 黑暗；夜；黄昏；模糊,n. （Dark）人名；（英）达克,n. （Dark）《暗黑》（一部2017年Netflix出品的德国惊悚剧）",
programming,n. 设计，规划；编制程序，[计] 程序编制,
external,"adj. 外部的；表面的；[药] 外用的；外国的；外面的,n. 外部；外观；外面",
apple,n. 苹果，苹果树，苹果似的东西；[美俚]炸弹，手榴弹，（棒球的）球；[美俚]人，家伙。,
regarding,prep. 关于，至于,
instructions,n. 指令；说明（instruction的复数形式）,
min,分钟(minute),
offered,"v. 提供，提议；奉献（offer过去时态）,adj. 提供的，提议的",
theory,n. 理论；原理；学说；推测,
enjoy,vt. 欣赏，享受；喜爱；使过得快活,
remove,"vt. 移动，迁移；开除；调动,vi. 移动，迁移；搬家,n. 移动；距离；搬家",
aid,"n. 援助；帮助；助手；帮助者,vt. 援助；帮助；有助于,vi. 帮助,n. (Aid)人名；(阿拉伯、印、英)艾德",
surface,"n. 表面；表层；外观,adj. 表面的，肤浅的,vi. 浮出水面,vt. 使浮出水面；使成平面,n. (Surface)人名；(英)瑟菲斯",
minimum,"n. 最小值；最低限度；最小化；最小量,adj. 最小的；最低的",
visual,adj. 视觉的，视力的；栩栩如生的,
host,"n. [计] 主机；主人；主持人；许多,vt. 主持；当主人招待,vi. 群集；做主人",
variety,n. 多样；种类；杂耍；变化，多样化,
teachers,n. 教师（teacher的复数形式）,
martin,n. 紫崖燕,
manual,"adj. 手工的；体力的,n. 手册，指南",
block,"n. 块；街区；大厦；障碍物,vt. 阻止；阻塞；限制；封盖,adj. 成批的，大块的；交通堵塞的,n. (Block)人名；(英、法、德、西、葡、芬、罗)布洛克",
subjects,"n. 学科；科目（subject的复数）；[图情] 主题；被试者,v. 使服从；使经受；提交（subject的三单形式）",
agents,n. 媒介；[法][贸易] 代理人；药剂（agent的复数）,
increased,adj. 增强的（increase的过去分词）,
repair,"vi. 修理；修复,vt. 修理；恢复；补救，纠正,n. 修理，修补；修补部位",
fair,"adj. 公平的；美丽的，白皙的；[气象] 晴朗的,adv. 公平地；直接地；清楚地,vi. 转晴,n. 展览会；市集；美人,n. (Fair)人名；(英、芬)费尔",
civil,"adj. 公民的；民间的；文职的；有礼貌的；根据民法的,n. (Civil)人名；(土)吉维尔；(法)西维尔",
steel,"n. 钢铁；钢制品；坚固,vt. 钢化；使冷酷,adj. 钢制的；钢铁业的；坚强的,n. (Steel)人名；(德)施特尔；(英)斯蒂尔",
understanding,"n. 谅解，理解；理解力；协议,adj. 了解的；聪明的；有理解力的,v. 理解；明白（understand的ing形式）",
fixed,"adj. 确定的；固执的；<美口>处境...的；准备好的,v. 修理（过去式）",
wrong,"adv. 错误地；邪恶地，不正当地,n. 坏事；不公正,adj. 错误的；失常的；不适当的,vt. 委屈；无理地对待；诽谤,n. (Wrong)人名；(英)朗",
beginning,"n. 开始；起点,v. 开始；创建（begin的ing形式）",
hands,"n. [解剖] 手（hand的复数）,v. 给，传递（hand的单三形式）,n. (Hands)人名；(英)汉兹",
associates,"n. 同伴；合作人；联合公司（associate的复数形式）,v. 联合（associate的第三人称单数形式）；把…联系起来",
finally,adv. 最后；终于；决定性地,
desktop,n. 桌面；台式机,
classes,n. 级别，阶级（class复数形式）,
paris,n. 巴黎（法国首都）；帕里斯（特洛伊王子）,
ohio,n. 俄亥俄州（美国一个州）,
sector,"n. 部门；扇形，扇区；象限仪；函数尺,vt. 把…分成扇形",
capacity,n. 能力；容量；资格，地位；生产力,
jersey,"n. 运动衫，毛线衫,n. (Jersey)人名；(英)泽西；(德)耶尔赛",
un,"pron. 家伙，东西,n. (Un)人名；(柬)温",
fat,"adj. 肥的，胖的；油腻的；丰满的,n. 脂肪，肥肉,vt. 养肥；在…中加入脂肪,vi. 长肥,n. (Fat)人名；(法、西、塞)法特；(东南亚国家华语)发",
fully,"adv. 充分地；完全地；彻底地,n. (Fully)人名；(法)菲利",
father,"n. 父亲，爸爸；神父；祖先；前辈,vt. 发明，创立；当…的父亲",
electric,"adj. 电的；电动的；发电的；导电的；令人震惊的,n. 电；电气车辆；带电体",
saw,"vt. 看见；明白，了解；锯；锯成；锯开,vi. 锯；用锯；将某物锯成小块,n. 锯子；谚语,v. see的过去式",
instruments,"n. [仪] 仪器（instrument的复数）；[机] 工具；乐器,v. 用器械装备；给乐器谱写（instrument的三单形式）",
quotes,"n. 引用，引号；报价（quote的复数）,v. 报价（quote的第三人称单数）；引用；复述",
officer,"n. 军官，警官；公务员，政府官员；船长,vt. 指挥,n. (Officer)人名；(英)奥菲瑟",
driver,"n. 驾驶员；驱动程序；起子；传动器,n. (Driver)人名；(德)德里弗；(英)德赖弗",
dead,"adj. 无生命的；呆板的；废弃了的,adv. 完全地,n. 死者",
respect,"n. 尊敬，尊重；方面；敬意,vt. 尊敬，尊重；遵守",
unknown,"adj. 未知的；陌生的，默默无闻的,n. 未知数；未知的事物，默默无闻的人",
specified,"adj. 规定的；详细说明的,v. 指定；详细说明（specify的过去分词）",
restaurant,n. 餐馆；[经] 饭店,
mike,"n. 扩音器，麦克风；话筒；休息, 游手好闲,vi. 使用扩音器；偷懒, 游手好闲,vt. 用扩音器传送；用窃听器窃听",
trip,"vi. 绊倒；远足；犯错误；轻快地走,n. 旅行；绊倒；差错,vt. 绊倒；使犯错,n. (Trip)人名；(荷)特里普",
worth,"adj. 值…的,n. 价值；财产,n. (Worth)人名；(英)沃思；(德)沃特",
mi,"abbr. 惯性矩（moment of inertia）,n. 大音阶的第三音,n. (Mi)人名；(老、柬)米",
procedures,n. 程序；规程（procedure的复数）,
poor,"adj. 贫穷的；可怜的；贫乏的；卑鄙的,n. (Poor)人名；(英、伊朗)普尔",
teacher,"n. 教师；导师,n. (Teacher)人名；(英)蒂彻",
eyes,"n. 眼睛（eye的复数）,n. (Eyes)人名；(英)艾斯",
relationship,n. 关系；关联,
workers,n. [劳经] 工人，人员；角色（worker复数形式）,
farm,"vi. 种田，务农；经营农场,n. 农场；农家；畜牧场,vt. 养殖；耕种；佃出（土地）",
fucking,"adj. 他妈的；难完成的；非常的；低劣的,v. 欺骗；利用；诅咒（fuck的ing形式）",
peace,"n. 和平；平静；和睦；秩序,n. (Peace)人名；(英)皮斯",
traditional,adj. 传统的；惯例的,
campus,"n. （大学）校园；大学，大学生活；校园内的草地,n. (Campus)人名；(英)坎帕斯；(意、罗)坎普斯；(法)康皮斯",
tom,"n. 雄性动物（尤指雄猫）；汤姆（人名）,v. 〈美口〉(像汤姆叔一样)逆来顺受",
showing,"n. 放映；表演；陈列,v. 展示（show的ing形式）",
creative,adj. 创造性的,
coast,"vi. 滑行；沿岸航行,vt. 沿…岸航行,n. 海岸；滑坡,n. (Coast)人名；(英)科斯特",
benefit,"n. 利益，好处；救济金,vt. 有益于，对…有益,vi. 受益，得益",
progress,"n. 进步，发展；前进,vi. 前进，进步；进行,n. (Progress)人名；(赞)普罗格雷斯",
funding,"n. 提供资金；用发行长期债券的方法来收回短期债券,v. 提供资金；积存（fund的ing形式）",
lord,"n. 主；上帝,int. 主，天啊,vt. 使成贵族,vi. 作威作福，称王称霸,n. (Lord)人名；(瑞典)洛德；(法)洛尔",
grant,"vt. 授予；允许；承认,vi. 同意,n. 拨款；[法] 授予物,n. (Grant)人名；(瑞典、葡、西、俄、罗、英、塞、德、意)格兰特；(法)格朗",
sub,"n. 潜水艇；地铁；替补队员,vi. 代替",
agree,"vt. 同意，赞成；承认；约定，商定,vi. vi. 同意，意见一致；约定，商定",
fiction,n. 小说；虚构，编造；谎言,
hear,"vt. 听到，听；听说；审理,vi. 听；听见",
sometimes,adv. 有时，间或,
beyond,"prep. 超过；越过；那一边；在...较远的一边,adv. 在远处；在更远处,n. 远处",
goes,"vi. 前进；行走（go的第三人称单数形式,n. (Goes)人名；(瑞典)约斯；(法、德)格斯；(荷)胡斯",
families,n. 家庭（family的复数）；家族,
led,v. 领导；通向；指引（lead的过去分词）,
museum,n. 博物馆,
themselves,pron. 他们自己；他们亲自,
fan,"vt. 煽动；刺激；吹拂,vi. 成扇形散开；飘动,n. 迷；风扇；爱好者,n. (Fan)人名；(法、俄)法恩；(柬)方",
transport,"n. 运输；运输机；狂喜；流放犯,vt. 运输；流放；使狂喜",
interesting,adj. 有趣的；引起兴趣的，令人关注的,
blogs,博客,
wife,n. 妻子，已婚妇女；夫人,
evaluation,n. 评价；[审计] 评估；估价；求值,
accepted,"adj. 公认的；录取的；可接受的；已承兑的,v. 接受（accept的过去式及过去分词）",
former,"adj. 从前的，前者的；前任的,n. 模型，样板；起形成作用的人,n. (Former)人名；(法)福尔梅；(德、捷)福尔默",
ten,"num. 十个，十,n. (Ten)人名；(英)坦恩；(意)泰恩；(柬)登",
hits,"n. 击打；网页点击数；采样数（hit的复数）,v. 打击（hit的第三人称单数）",
zone,"n. 地带；地区；联防,vi. 分成区,vt. 使分成地带；环绕,n. (Zone)人名；(塞)佐内",
complex,"adj. 复杂的；合成的,n. 复合体；综合设施",
cat,n. 猫，猫科动物,
galleries,n. 美术馆（gallery的复数）；图表种类,
references,"n. [图情] 参考文献；参照；推荐信（reference的复数）,v. 附…以供参考；把…引作参考（reference的三单形式）",
die,"vi. 死亡；凋零；熄灭,vt. 死，死于…,n. 冲模，钢模；骰子,n. (Die)人名；(西)迭；(阿拉伯)迪埃",
presented,v. 提出（present的过去分词）；呈递，提供,
jack,"n. 千斤顶；[电] 插座；男人,vt. 增加；提醒；抬起；用千斤顶顶起某物,adj. 雄的",
flat,"adj. 平的；单调的；不景气的；干脆的；平坦的；扁平的；浅的,adv. （尤指贴着另一表面）平直地；断然地；水平地；直接地，完全地,n. 平地；公寓；平面,vt. 使变平；[音乐]使（音调）下降，尤指降半音,vi. 逐渐变平；[音乐]以降调唱（或奏）,n. （法）弗拉特（人名）；（英）弗莱特（人名）",
flow,"vi. 流动，涌流；川流不息；飘扬,vt. 淹没，溢过,n. 流动；流量；涨潮，泛滥,n. (Flow)人名；(英)弗洛",
literature,n. 文学；文献；文艺；著作,
respective,adj. 分别的，各自的,
parent,"n. 父亲（或母亲）；父母亲；根源,n. (Parent)人名；(法)帕朗；(英、西)帕伦特",
columbia,n. 哥伦比亚,
setting,"n. 环境；安装；布置；[天] 沉落,v. 放置；沉没；使…处于某位置（set的ing形式）",
scale,"n. 规模；比例；鳞；刻度；天平；数值范围,vi. 衡量；攀登；剥落；生水垢,vt. 测量；攀登；刮鳞；依比例决定,n. (Scale)人名；(意)斯卡莱",
stand,"vi. 站立；位于；停滞,vt. 使站立；忍受；抵抗,n. 站立；立场；看台；停止",
economy,"n. 经济；节约；理财,n. (Economy)人名；(英)伊科诺米",
highest,adj. 最高的,
helpful,adj. 有帮助的；有益的,
monthly,"adj. 每月的，每月一次的；有效期为一个月的,n. 月刊,adv. 每月，每月一次",
critical,adj. 鉴定的；[核] 临界的；批评的，爱挑剔的；危险的；决定性的；评论的,
frame,"n. 框架；结构；[电影] 画面,vt. 设计；建造；陷害；使…适合,vi. 有成功希望,adj. 有木架的；有构架的,n. (Frame)人名；(英)弗雷姆",
musical,"adj. 音乐的；悦耳的,n. 音乐片",
definition,n. 定义；[物] 清晰度；解说,
secretary,n. 秘书；书记；部长；大臣,
networking,"n. 计算机网络的设计；一种互助性的网络体系,v. 交流（network的ing形式）；联络",
path,n. 道路；小路；轨道,
employee,n. 雇员；从业员工,
chief,"n. 首领；酋长；主要部分,adj. 首席的；主要的；主任的,adv. 主要地；首要地",
bottom,"n. 底部；末端；臀部；尽头,adj. 底部的,vt. 装底；测量深浅；查明真相,vi. 到达底部；建立基础,n. (Bottom)人名；(英)博顿",
magazines,n. 杂志（magazine的复数）,
packages,"n. 包装；[邮] 包裹（package的复数）；[计] 程序包,v. 包装（package的三单形式）；装箱",
detail,"n. 细节，详情,vt. 详述；选派,vi. 画详图",
laws,"n. 法律；规章（law的复数）,n. (Laws)人名；(英)劳斯",
changed,"adj. 改变的；变化的,v. 改变（change的过去式和过去分词）",
pet,"n. 宠物；生气；受宠爱的人,vt. 宠爱,vi. 生气；爱抚,adj. 宠爱的,n. (Pet)人名；(俄)佩特；(柬)贝",
heard,"v. 听到（hear的过去式和过去分词）；闻知,n. (Heard)人名；(英)赫德",
begin,"vt. 开始,vi. 开始；首先,,n. (Begin)人名；(以、德)贝京；(英)贝让",
individuals,n. [经] 个人；[生物] 个体（individual的复数）,
colorado,adj. （雪茄浓度、颜色）中等的,
royal,"adj. 皇家的；盛大的；女王的；高贵的；第一流的,n. 王室；王室成员",
clean,"adj. 清洁的，干净的；清白的,vt. 使干净,vi. 打扫，清扫,adv. 完全地,n. 打扫,n. (Clean)人名；(英)克林",
switch,"vt. 转换；用鞭子等抽打,vi. 转换；抽打；换防,n. 开关；转换；鞭子",
russian,"adj. 俄国的；俄语的,n. 俄语；俄国人",
largest,adj. 多量的，最大的（large的最高级）,
african,"adj. 非洲的，非洲人的,n. 非洲人",
guy,"n. 男人，家伙,vt. 嘲弄，取笑,vi. 逃跑,n. (Guy)人名；(西)吉；(法)居伊；(英)盖伊",
titles,"n. [计][图情] 标题；主题（title复数形式）；字幕,v. 加标题于；授予…称号（title的三单形式）",
relevant,adj. 相关的；切题的；中肯的；有重大关系的；有意义的，目的明确的,
guidelines,"n. 指导方针,参考",
justice,"n. 司法，法律制裁；正义；法官，审判员,n. (Justice)人名；(英)贾斯蒂斯，贾斯蒂丝(女名)",
connect,"vt. 连接；联合；关连,vi. 连接，连结；联合",
cup,"n. 杯子；奖杯；酒杯,vt. 使成杯状；为…拔火罐",
basket,"n. 篮子；（篮球比赛的）得分；一篮之量；篮筐,vt. 装入篮",
applied,"adj. 应用的；实用的,v. 应用；实施（apply的过去分词）；敷上",
weekly,"adj. 每周的；周刊的；一周一次的,n. 周刊,adv. 每周一次；逐周",
installation,n. 安装，装置；就职,
described,"v. 描述，描写（describe的过去式）,adj. 描述的",
demand,"vt. 要求；需要；查询,vi. 需要；请求；查问,n. [经] 需求；要求；需要,n. (Demand)人名；(德)德曼德",
suite,n. （一套）家具；套房；组曲；（一批）随员，随从,
square,"adj. 平方的；正方形的；直角的；正直的,vt. 使成方形；与…一致,vi. 一致；成方形,n. 平方；广场；正方形,adv. 成直角地",
attention,n. 注意力；关心；立正！（口令）,
advance,"n. 发展；前进；增长；预付款,vt. 提出；预付；使……前进；将……提前,vi. 前进；进展；上涨,adj. 预先的；先行的",
skip,"vi. 跳跃；跳绳；遗漏；跳读,vt. 跳过；遗漏,n. 跳跃；跳读,n. (Skip)人名；(英)斯基普",
diet,"n. 饮食；食物；规定饮食,vi. 节食,vt. [医] 照规定饮食,n. (Diet)人名；(法)迪耶",
army,n. 陆军，军队,
auction,"vt. 拍卖；竞卖,n. 拍卖",
gear,"n. 齿轮；装置，工具；传动装置,vi. 适合；搭上齿轮；开始工作,vt. 开动；搭上齿轮；使……适合；使……准备好,adj. 好极了,n. (Gear)人名；(英)吉尔",
lee,"n. 保护；背风处,adj. 保护的；庇荫的；避风的,n. (Lee)人名；(朝)李；(中)李(普通话·威妥玛)；(柬)利；(中)李(广东话·威妥玛)",
difference,n. 差异；不同；争执,
correct,"vt. 改正；告诫,vi. 调整；纠正错误,adj. 正确的；恰当的；端正的",
nation,"n. 国家；民族；国民,n. (Nation)人名；(英)内申",
selling,"n. 销售；出售,v. 出售（sell的现在分词形式）,n. (Selling)人名；(英、德、瑞典)塞林",
lots,"n. 大量，许多；一堆；命运（lot的复数）,adv. 很，非常,v. 抽签；分组；把（土地）划分成块（lot的三单形式）",
piece,"n. 块；件；篇；硬币,vt. 修补；接合；凑合",
sheet,"n. 薄片，纸张；薄板；床单,vt. 覆盖；盖上被单；使成大片,vi. 成片流动；大片落下,adj. 片状的,n. (Sheet)人名；(英)希特",
firm,"adj. 坚定的；牢固的；严格的；结实的,vt. 使坚定；使牢固,vi. 变坚实；变稳固,adv. 稳固地,n. 公司；商号",
seven,"num. 七个，七,n. 七个，七,adj. 七的；七个的,n. (Seven)人名；(土库、阿塞)谢文；(土)塞文",
older,"adj. 年长的；较旧的,n. (Older)人名；(英)奥尔德",
illinois,n. 伊利诺斯州（美国州名）,
regulations,n. [管理] 条例；规程（regulation的复数）；章则,
elements,n. 基础；原理,
species,"n. [生物] 物种；种类,adj. 物种上的",
jump,"n. 跳跃；暴涨；惊跳,vt. 跳跃；使跳跃；跳过；突升,vi. 跳跃；暴涨；猛增,n. (Jump)人名；(英)江普",
module,n. [计] 模块；组件；模数,
resort,"n. 凭借，手段；度假胜地；常去之地,vi. 求助，诉诸；常去；采取某手段或方法",
facility,n. 设施；设备；容易；灵巧,
random,"adj. [数] 随机的；任意的；胡乱的,n. 随意,adv. 胡乱地",
pricing,"n. 定价,v. 给…定价（price的ing形式）",
certificate,"vt. 发给证明书；以证书形式授权给…；用证书批准,n. 证书；执照，文凭",
minister,"n. 部长；大臣；牧师,vi. 执行牧师职务；辅助或伺候某人",
motion,"n. 动作；移动；手势；请求；意向；议案,vi. 运动；打手势,vt. 运动；向…打手势",
looks,"n. 相貌,n. (Looks)人名；(英)卢克斯",
fashion,"n. 时尚；时装；样式；时髦人物,vt. 使用；改变；做成…的形状",
directions,n. 方向；指示；用法说明书（direction的复数形式）,
visitors,n. 访问者，游客（visitor 复数）,
documentation,"n. 文件, 证明文件, 史实, 文件编制",
monitor,"n. 监视器；监听器；监控器；显示屏；班长,vt. 监控",
trading,"n. 交易；贸易；购物,adj. 交易的；贸易的,v. 交换（trade的ing形式）；做买卖",
forest,"vt. 植树于，使成为森林,n. 森林,n. (Forest)人名；(法)福雷；(英、西)福雷斯特",
whose,pron. 谁的（疑问代词）,
coverage,n. 覆盖，覆盖范围；新闻报道,
couple,"n. 对；夫妇；数个,vi. 结合；成婚,vt. 结合；连接；连合,n. (Couple)人名；(法)库普勒",
giving,"n. 给予；礼物；给予物,v. 给；赠送（give的ing形式）；付出；产生",
chance,"n. 机会，际遇；运气，侥幸；可能性,vt. 偶然发生；冒……的险,vi. 碰巧；偶然被发现,n. (Chance)人名；(英)钱斯",
vision,"n. 视力；美景；眼力；幻象；想象力；幻视（漫威漫画旗下超级英雄）,vt. 想象；显现；梦见",
ball,"n. 球；舞会,vi. 成团块,vt. 捏成球形,n. (Ball)人名；(土)巴勒；(英、西)鲍尔；(法、德、俄、罗、捷)巴尔",
ending,n. 结局；结尾,
clients,n. 顾客；客户端；委托方（client的复数）；救济对象；应受账款,
actions,n. 行动（action的复数）；动作,
listen,"vi. 听，倾听；听从，听信,n. 听，倾听",
discuss,vt. 讨论；论述，辩论,
accept,"vt. 接受；承认；承担；承兑；容纳,vi. 承认；同意；承兑",
automotive,adj. 汽车的；自动的,
naked,adj. 裸体的；无装饰的；无证据的；直率的,
goal,"n. 目标；球门，得分数；终点,vi. 攻门，射门得分",
successful,adj. 成功的；一帆风顺的,
sold,"v. 卖，销售（sell的过去式和过去分词）,n. (Sold)人名；(瑞典)索尔德",
wind,"n. 风；呼吸；气味；卷绕,vt. 缠绕；上发条；使弯曲；吹号角；绕住或缠住某人,vi. 缠绕；上发条；吹响号角,n. (Wind)人名；(英、德、瑞典)温德",
communities,n. 社区；团体，群体（community的复数形式）,
clinical,adj. 临床的；诊所的,
situation,n. 情况；形势；处境；位置,
sciences,n. 科学（science的复数）,
lowest,adj. 最低的；最小的（low的最高级）；最底下的,
highly,adv. 高度地；非常；非常赞许地,
publishing,"n. 出版；出版业,adj. 出版的；出版业的,v. 出版；发行（publish的现在分词形式）；发表",
appear,vi. 出现；显得；似乎；出庭；登场,
emergency,"n. 紧急情况；突发事件；非常时刻,adj. 紧急的；备用的",
developing,"adj. 发展中的,n. [摄] 显影,v. 发展（develop的ing形式）",
lives,"n. 生活，[生物] 生命（life的复数）,v. 生活（live的三单形式）；居住",
currency,n. 货币；通货,
leather,"n. 皮革；皮革制品,vt. 用皮革包盖；抽打,adj. 皮的；皮革制的,n. (Leather)人名；(英)莱瑟",
determine,"v. （使）下决心，（使）做出决定,vt. 决定，确定；判定，判决；限定,vi. 确定；决定；判决，终止；[主用于法律]了结，终止，结束",
temperature,n. 温度；体温；气温；发烧,
palm,"n. 手掌；棕榈树；掌状物,vt. 将…藏于掌中,n. (Palm)人名；(英)帕姆；(瑞典)帕尔姆；(法、德、俄、捷、芬、挪)帕尔姆",
patient,"adj. 有耐心的，能容忍的,n. 病人；患者,n. (Patient)人名；(法)帕蒂安",
actual,adj. 真实的，实际的；现行的，目前的,
historical,adj. 历史的；史学的；基于史实的,
stone,"n. 石头；结石；[宝] 宝石,adj. 石的，石制的,vt. 向扔石块；用石头铺,n. (Stone)人名；(捷)斯托内；(瑞典)斯托内；(英)斯通",
bob,"n. 短发；摆动；浮子；轻敲；悬挂的饰品,vt. 剪短；敲击；使上下快速摆动,vi. 上下跳动；振动,n. (Bob)人名；(英)鲍勃(男子教名 Robert 的昵称)",
commerce,n. 贸易；商业；商务,
perhaps,"adv. 或许；（表示不确定）也许；（用于粗略的估计）或许；（表示勉强同意或其实不赞成）也许；可能,n. 假定；猜想；未定之事",
difficult,adj. 困难的；不随和的；执拗的,
scientific,adj. 科学的，系统的,
satellite,n. 卫星；人造卫星；随从；卫星国家,
fit,"vt. 安装；使……适应；使……合身；与……相符,vi. 符合，配合；适合；合身,adj. 健康的；合适的；恰当的；准备好的,n. 合身；发作；痉挛,n. (Fit)人名；(捷、罗)菲特",
village,n. 村庄；村民；（动物的）群落,
accounts,"n. 账目（account的复数）；账号；会计账簿,v. 以为；把…归因于（account的第三人称单数）",
amateur,"n. 爱好者；业余爱好者；外行,adj. 业余的；外行的",
ex,"prep. 不包括，除外,n. 前妻或前夫",
met,"v. 遇见（meet的过去式和过去分词）,n. (Met)人名；(瑞典)梅特",
pain,"n. 疼痛；努力,vt. 使…痛苦；使…烦恼,vi. 感到疼痛；引起疼痛,n. (Pain)人名；(意)帕因；(俄)派因；(法)潘；(英)佩因",
particularly,adv. 特别地，独特地；详细地，具体地；明确地，细致地,
factors,"n. 因素（factor的复数）,v. 做代理商；分解…的因子；把…作为因素考虑（factor的第三人称单数）",
coffee,"n. 咖啡；咖啡豆；咖啡色,n. (Coffee)人名；(英)科菲",
settings,n. 设置（setting的复数）,
cum,"prep. 附有；连同,n. 精液；精子,n. (Cum)人名；(意)库姆",
buyer,"n. 买主；采购员,n. (Buyer)人名；(英)拜尔；(法)比耶；(德)布耶尔",
cultural,adj. 文化的；教养的,
easily,adv. 容易地；无疑地,
oral,"adj. 口头的，口述的,n. 口试,n. (Oral)人名；(土)奥拉尔",
ford,"n. 浅滩；Ford：福特汽车公司,vi. 涉水而过,vt. 涉过；徒涉",
poster,"n. 海报，广告；招贴,n. (Poster)人名；(英)波斯特",
edge,"n. 边缘；优势；刀刃；锋利,vt. 使锐利；将…开刃；给…加上边,vi. 缓缓移动；侧着移动,n. (Edge)人名；(英)埃奇",
functional,adj. 功能的,
root,"n. 根；根源；词根；祖先,vi. 生根；根除,vt. 生根，固定；根源在于,n. (Root)人名；(英)鲁特；(德、瑞典)罗特",
closed,"adj. 关着的；不公开的,v. 关；结束；接近（close的过去分词）",
holidays,"adv. 每逢假日，在假日,v. 度假（holiday的单三形式）,n. 假日（holiday的复数形式）",
ice,"n. 冰；冰淇淋；矜持；（俚）钻石,vt. 冰镇；结冰,vi. 结冰,adj. 冰的,n. (Ice)人名；(英)艾斯；(法)伊斯",
pink,"n. 粉红色；化身，典范；石竹花；头面人物,vt. 扎，刺，戳；使…变粉红色；使…面红耳赤,vi. 变粉红色,adj. 粉红的；比较激进的；石竹科的；脸色发红的,n. (Pink)人名；(英、德、匈)平克；(法)潘克",
zealand,n. 西兰岛（丹麦最大的岛）,
balance,"n. 平衡；余额；匀称,vt. 使平衡；结算；使相称,vi. 保持平衡；相称；抵销,n. (Balance)人名；(西)巴兰塞",
monitoring,"n. 监视，[自] 监控；检验，检查,v. 监视，[通信][军] 监听，监督（monitor的ing形式）",
graduate,"vt. 授予…学位；分等级；标上刻度,vi. 毕业；渐变,n. 研究生；毕业生,adj. 毕业的；研究生的",
shot,"n. 发射；炮弹；射手；镜头,adj. 用尽的；破旧的；杂色的，闪光的,v. 射击（shoot的过去式和过去分词）",
architecture,n. 建筑学；建筑风格；建筑式样；架构,
initial,"adj. 最初的；字首的,vt. 用姓名的首字母签名,n. 词首大写字母",
label,"vt. 标注；贴标签于,n. 标签；商标；签条,n. (Label)人名；(法)拉贝尔",
thinking,"adj. 思考的；思想的；有理性的；好思考的,n. 思考；思想；想法；意见；见解,v. 思考（think的现在分词）",
scott,n. 斯科特（男子名）,
sec,美国证券交易委员会（U.S. Securities and Exchange Commission）,
recommend,"vt. 推荐，介绍；劝告；使受欢迎；托付,vi. 推荐；建议",
canon,n. 标准；教规；正典圣经；教士,
hardcore,"adj. 赤裸裸描写性行为的,n. 硬核；硬底层；碎砖垫层",
league,"n. 联盟；社团；范畴,vt. 使…结盟；与…联合,vi. 团结；结盟,n. (League)人名；(英)利格",
waste,"n. 浪费；废物；荒地；损耗；地面风化物,vt. 浪费；消耗；使荒芜,vi. 浪费；变消瘦；挥霍钱财,adj. 废弃的；多余的；荒芜的",
minute,"n. 分，分钟；片刻，一会儿；备忘录，笔记；会议记录,vt. 将…记录下来,adj. 微小的，详细的 [maɪˈnjuːt; US -ˈnuːt; maɪˋnut]",
bus,"n. 公共汽车,乘公共汽车",
provider,n. 供应者；养家者,
optional,adj. 可选择的，随意的,
dictionary,n. 字典；词典,
cold,"adj. 寒冷的；冷淡的，不热情的；失去知觉的,n. 寒冷；感冒,adv. 完全地",
accounting,"n. 会计，会计学；账单,v. 解释（account的ing形式）；叙述",
manufacturing,"adj. 制造的；制造业的,n. 制造业；工业,v. 制造；生产（manufacture的ing形式）",
sections,"n. 截面，节段；型材（section的复数）,v. 把…切成片；把…作成截面（section的三单形式）",
chair,"n. 椅子；讲座；（会议的）主席位；大学教授的职位,vt. 担任（会议的）主席；使…入座；使就任要职,n. (Chair)人名；(法)谢尔",
fishing,"n. 渔业；捕鱼（术）；试探；装配,adj. 钓鱼的；钓鱼用的,v. 捕鱼（fish的ing形式）",
effort,n. 努力；成就,
phase,"n. 月相,n. （月亮的）盈亏,n. 时期",
fields,"n. 域，字段；场设置（field复数形式）,v. 使上场（field的单三形式）,n. (Fields)人名；(德、英、葡)菲尔茨",
